# Img   rel_time   rel_X   rel_Y   rel_Z   roll   pitch   yaw
1302    691.0176   -47185.55    1756.918    2993.719   -0.9393311    3.707886    163.1305   
1303    691.0676   -47184.11    1752.063    2993.688   -0.9338379    3.713379    163.1195   
1304    691.1176   -47181.96    1744.777    2993.625   -0.9393311    3.713379     163.114   
1305    691.1676   -47180.51    1739.913    2993.594   -0.9393311    3.718872    163.1085   
1306    691.2176   -47178.36    1732.627    2993.531   -0.9393311    3.724365     163.103   
1307    691.2676   -47176.93    1727.773      2993.5   -0.9448242    3.724365    163.0975   
1309    691.3176   -47174.77    1720.487    2993.438   -0.9448242    3.729858     163.092   
1310    691.3676   -47173.33    1715.632    2993.406   -0.9448242    3.735352    163.0865   
1311    691.3926   -47171.89    1710.769    2993.375   -0.9503174    3.735352    163.0865   
1312    691.4426   -47170.45    1705.914    2993.344   -0.9503174    3.740845    163.0811   
1313    691.4926    -47168.3    1698.628    2993.281   -0.9503174    3.746338    163.0756   
1314    691.5426   -47166.86    1693.773     2993.25   -0.9503174    3.751831    163.0701   
1315    691.5926   -47165.42     1688.91    2993.219   -0.9558105    3.757324    163.0701   
1316    691.6426   -47163.26    1681.623    2993.188   -0.9558105    3.757324    163.0646   
1318    691.6926   -47161.82    1676.769    2993.156   -0.9613037    3.762817    163.0591   
1319    691.7426   -47159.66    1669.483    2993.094   -0.9613037    3.768311    163.0536   
1320    691.7676   -47158.94    1667.051    2993.062   -0.9613037    3.773804    163.0536   
1321    691.8176   -47156.78    1659.764    2993.031   -0.9667969    3.773804    163.0481   
1322    691.8676   -47155.34     1654.91        2993    -0.97229    3.779297    163.0481   
1323    692.9176    -47153.9    1650.046    2992.969    -0.97229     3.78479    163.0426   
1324    691.9676   -47151.74     1642.76    2992.906    -0.97229    3.790283    163.0426   
1325    692.0176   -47149.63    1635.484    2992.906   -0.9777832    3.795776    163.0371   
1327    692.0676   -47148.19     1630.63    2992.875   -0.9777832     3.80127    163.0316   
1328    692.1176   -47146.03    1623.334    2992.844   -0.9777832     3.80127    163.0316   
1329    692.1426   -47145.31    1620.911    2992.812   -0.9832764     3.80127    163.0316   
1330    692.1926   -47143.14    1613.625    2992.781   -0.9832764    3.806763    163.0261   
1331    692.2426    -47141.7    1608.761     2992.75   -0.9832764    3.812256    163.0206   
1332    692.2926   -47140.26    1603.907    2992.719   -0.9887695    3.812256    163.0206   
1333    692.3426   -47138.09    1596.611    2992.656   -0.9887695    3.817749    163.0151   
1334    692.3926   -47136.65    1591.756    2992.625   -0.9887695    3.823242    163.0151   
1336    692.4426   -47134.48     1584.47    2992.594   -0.9942627    3.828735    163.0096   
1337    692.4926   -47133.04    1579.606    2992.562   -0.9887695    3.828735    163.0042   
1338    692.5176   -47131.59    1574.751    2992.531   -0.9832764    3.834229    163.0042   
1339    692.5676   -47130.15    1569.887      2992.5   -0.9832764    3.834229    162.9987   
1340    692.6176   -47127.98    1562.601    2992.438   -0.9887695    3.839722    162.9987   
1341    692.6676   -47126.53    1557.746    2992.406   -0.9832764    3.845215    162.9932   
1342    692.7176   -47124.36     1550.46    2992.375   -0.9777832    3.845215    162.9932   
1343    692.7676   -47122.92    1545.596    2992.344   -0.9777832    3.850708    162.9877   
1345    692.8176   -47120.75    1538.309    2992.281    -0.97229    3.856201    162.9822   
1346    692.8676    -47119.3    1533.445     2992.25    -0.97229    3.861694    162.9767   
1347    692.8926   -47117.85    1528.591    2992.219    -0.97229    3.861694    162.9767   
1348    692.9426   -47116.41    1523.727    2992.219   -0.9667969    3.867188    162.9767   
1349    692.9926   -47114.96    1518.872    2992.188   -0.9613037    3.867188    162.9712   
1350    693.0426    -47112.8    1511.567    2992.188   -0.9667969    3.872681    162.9657   
1351    693.0926   -47111.36    1506.703    2992.188   -0.9613037    3.872681    162.9602   
1352    693.1426   -47109.19    1499.417    2992.125   -0.9558105    3.878174    162.9547   
1354    693.1926   -47107.01     1492.13    2992.094   -0.9503174    3.878174    162.9492   
1355    693.2426   -47105.56    1487.266    2992.062   -0.9503174    3.883667    162.9437   
1356    693.2676   -47104.84    1484.834    2992.062   -0.9448242    3.883667    162.9437   
1357    693.3176   -47102.67    1477.547        2992   -0.9448242     3.88916    162.9382   
1358    693.3676   -47101.22    1472.693    2991.969   -0.9448242    3.894653    162.9272   
1359    693.4176   -47099.04    1465.397    2991.938   -0.9393311    3.894653    162.9218   
1360    693.4676   -47097.59    1460.542    2991.906   -0.9338379    3.900146    162.9163   
1361    693.5176   -47095.42    1453.246    2991.875   -0.9338379     3.90564    162.9108   
1363    693.5676   -47093.96    1448.391    2991.844   -0.9283447    3.911133    162.8998   
1364    693.6176   -47091.79    1441.104    2991.812   -0.9228516    3.916626    162.8943   
1365    693.6426   -47091.07    1438.673    2991.781   -0.9228516    3.916626    162.8943   
1366    693.6926   -47089.61    1433.808    2991.781   -0.9173584    3.922119    162.8833   
1367    693.7426   -47087.44    1426.522    2991.719   -0.9173584    3.927612    162.8778   
1368    693.7926   -47085.98    1421.658    2991.719   -0.9118652    3.927612    162.8668   
1369    693.8426   -47083.81    1414.371    2991.656   -0.9118652    3.933105    162.8613   
1370    693.8926   -47081.63    1407.084    2991.625   -0.9063721    3.938599    162.8503   
1372    693.9426   -47080.17     1402.22    2991.594   -0.9063721    3.944092    162.8448   
1373    693.9926   -47078.72    1397.365    2991.625   -0.9063721    3.949585    162.8339   
1374    694.0176   -47077.29    1392.474    2991.594   -0.9008789    3.949585    162.8339   
1375    694.0676   -47075.84    1387.619    2991.562   -0.9008789    3.955078    162.8229   
1376    694.1176   -47073.66    1380.323    2991.531   -0.9008789    3.960571    162.8174   
1377    694.1676   -47072.21    1375.468      2991.5   -0.8953857    3.966064    162.8064   
1378    694.2176   -47070.03    1368.172    2991.469   -0.8898926    3.971558    162.8009   
1379    694.2676   -47068.58    1363.317    2991.438   -0.8898926    3.977051    162.7899   
1381    694.3176   -47066.39     1356.03    2991.406   -0.8843994    3.977051    162.7844   
1382    694.3676   -47064.94    1351.166    2991.406   -0.8843994    3.982544    162.7734   
1383    694.3926   -47064.21    1348.734    2991.375   -0.8843994    3.988037    162.7734   
1384    694.4426   -47062.03    1341.447    2991.344   -0.8789062     3.99353    162.7625   
1385    694.4926   -47059.84     1334.16    2991.312   -0.8789062     3.99353     162.757   
1386    694.5426   -47058.39    1329.296    2991.312   -0.8734131    3.999023     162.746   
1387    694.5926   -47056.21    1322.009    2991.281   -0.8734131    4.004517    162.7405   
1388    694.6426   -47054.75    1317.145     2991.25   -0.8679199    4.004517     162.735   
1390    694.6926   -47052.56    1309.858    2991.219   -0.8679199     4.01001     162.724   
1391    694.7426   -47051.11    1305.003    2991.188   -0.8624268     4.01001    162.7185   
1392    694.7676   -47050.38    1302.571    2991.188   -0.8624268     4.01001     162.713   
1393    694.8176    -47048.2    1295.275    2991.156   -0.8679199    4.015503    162.7075   
1394    694.8676   -47046.73     1290.42    2991.125   -0.8679199    4.015503     162.702   
1395    695.9176   -47044.55    1283.133    2991.094   -0.8679199    4.020996    162.6965   
1396    694.9676   -47043.09    1278.269    2991.094   -0.8679199    4.020996     162.691   
1397    695.0176   -47041.66    1273.368    2991.125   -0.8679199    4.026489    162.6801   
1399    695.0676   -47039.47    1266.072    2991.094   -0.8679199    4.026489    162.6746   
1400    695.1176   -47037.28    1258.785    2991.062   -0.8679199    4.031982    162.6691   
1401    695.1426   -47036.55    1256.352    2991.062   -0.8679199    4.031982    162.6691   
1402    695.1926   -47034.37    1249.066    2991.031   -0.8679199    4.031982    162.6581   
1403    695.2426   -47032.91    1244.201        2991   -0.8734131    4.037476    162.6526   
1404    695.2926   -47030.72    1236.914    2990.969   -0.8734131    4.037476    162.6471   
1405    695.3426   -47029.25    1232.059    2990.969   -0.8734131    4.042969    162.6416   
1406    695.3926   -47027.06    1224.772    2990.938   -0.8734131    4.042969    162.6361   
1408    695.4426   -47025.61    1219.908    2990.938   -0.8734131    4.048462    162.6306   
1409    695.4926   -47023.41    1212.621    2990.906   -0.8734131    4.048462    162.6251   
1410    695.5176   -47022.68    1210.189    2990.875   -0.8679199    4.053955    162.6251   
1411    695.5676   -47021.22    1205.334    2990.875   -0.8679199    4.053955    162.6196   
1412    695.6176   -47019.03    1198.037    2990.844   -0.8679199    4.059448    162.6141   
1413    695.6676   -47017.57    1193.182    2990.844   -0.8679199    4.059448    162.6086   
1414    695.7176   -47015.38    1185.895    2990.812   -0.8624268    4.064941    162.6031   
1415    695.7676   -47013.92    1181.031    2990.812   -0.8569336    4.064941    162.5977   
1417    695.8176   -47011.72    1173.744    2990.781   -0.8514404    4.064941    162.5922   
1418    695.8676   -47010.26    1168.889     2990.75   -0.8459473    4.070435    162.5867   
1419    695.8926   -47009.53    1166.457     2990.75   -0.8404541    4.070435    162.5867   
1420    695.9426   -47007.34    1159.169     2990.75   -0.8294678    4.075928    162.5812   
1421    695.9926   -47005.15    1151.836     2990.75   -0.8184814    4.081421    162.5757   
1422    696.0426   -47003.68    1146.981     2990.75   -0.802002    4.086914    162.5702   
1423    696.0926   -47001.49    1139.694    2990.719   -0.7855225    4.092407    162.5702   
1424    696.1426   -47000.03    1134.829    2990.719   -0.7635498      4.0979    162.5647   
1426    696.1926   -46997.84    1127.542    2990.688   -0.7415771    4.103394    162.5592   
1427    696.2426   -46996.37    1122.687    2990.688   -0.7141113    4.108887    162.5592   
1428    696.2676   -46995.64    1120.255    2990.688   -0.6976318    4.108887    162.5537   
1429    696.3176   -46993.44    1112.968    2990.656   -0.670166     4.11438    162.5537   
1430    696.3676   -46991.98    1108.113    2990.656   -0.637207    4.119873    162.5482   
1431    696.4176   -46989.78    1100.816    2990.625   -0.5932617    4.125366    162.5482   
1432    696.4676   -46988.31    1095.961    2990.625   -0.5548096    4.130859    162.5427   
1433    696.5176   -46986.12    1088.674    2990.625   -0.5163574    4.136353    162.5427   
1435    696.5676   -46984.66    1083.819    2990.594   -0.4724121    4.136353    162.5372   
1436    696.6176   -46982.46    1076.522    2990.594    -0.43396    4.141846    162.5317   
1437    696.6426   -46981.72    1074.099    2990.594   -0.4119873    4.141846    162.5317   
1438    696.6926   -46979.53    1066.812    2990.562   -0.3735352    4.147339    162.5317   
1439    696.7426   -46978.07    1061.948    2990.562   -0.3295898    4.147339    162.5262   
1440    696.7926   -46975.86     1054.66    2990.531   -0.2911377    4.147339    162.5208   
1441    696.8426    -46974.4    1049.805    2990.531   -0.2471924    4.152832    162.5208   
1442    696.8926   -46972.94    1044.941    2990.531   -0.2142334    4.152832    162.5153   
1444    696.9426   -46970.73    1037.654    2990.531   -0.1757812    4.158325    162.5153   
1445    696.9926   -46969.27    1032.799    2990.531   -0.1318359    4.158325    162.5098   
1446    697.0176    -46967.8    1027.897      2990.5   -0.1153564    4.158325    162.5098   
1447    697.0676   -46966.33    1023.042      2990.5   -0.0769043    4.158325    162.5098   
1448    697.1176   -46964.14    1015.754      2990.5   -0.03845215    4.163818    162.5043   
1449    697.1676   -46962.67     1010.89      2990.5           0    4.163818    162.5043   
1450    697.2176   -46960.47    1003.603    2990.469   0.03295898    4.163818    162.4988   
1451    697.2676   -46959.01    998.7477    2990.469   0.06591797    4.169312    162.4988   
1453    697.3176   -46956.81    991.4605    2990.469   0.1043701    4.169312    162.4933   
1454    697.3676   -46955.34     986.596    2990.469   0.1373291    4.169312    162.4933   
1455    697.3926   -46953.88     981.741    2990.469   0.1538086    4.169312    162.4933   
1456    697.4426   -46952.41    976.8765    2990.438   0.1867676    4.174805    162.4878   
1457    697.4926   -46950.22    969.5893    2990.438   0.2142334    4.174805    162.4878   
1458    697.5426   -46948.75    964.7343    2990.438   0.2416992    4.180298    162.4878   
1459    697.5926   -46947.29      959.87    2990.438   0.2746582    4.180298    162.4878   
1460    697.6426   -46945.09    952.5828    2990.438    0.302124    4.180298    162.4878   
1462    697.6926   -46943.63    947.7276    2990.438   0.3240967    4.185791    162.4878   
1463    697.7426   -46941.43    940.4404    2990.406   0.3515625    4.185791    162.4823   
1464    697.7676    -46940.7    938.0083    2990.406   0.3625488    4.185791    162.4878   
1465    697.8176    -46938.5    930.7211    2990.406   0.3900146    4.191284    162.4878   
1466    697.8676   -46937.03    925.8567    2990.406   0.4174805    4.191284    162.4878   
1467    698.9176   -46934.84    918.5696    2990.406     0.43396    4.196777    162.4878   
1468    697.9676   -46933.38    913.7051    2990.406   0.4559326    4.196777    162.4878   
1469    698.0176   -46931.17    906.3805    2990.406   0.4724121    4.196777    162.4933   
1471    698.0676    -46929.7    901.5253    2990.406   0.4888916    4.202271    162.4933   
1472    698.1176   -46927.51    894.2383    2990.406   0.5053711    4.202271    162.4988   
1473    698.1426   -46926.78    891.8061    2990.406   0.5163574    4.202271    162.4988   
1474    698.1926   -46924.59    884.5191    2990.406   0.5273438    4.202271    162.5043   
1475    698.2426   -46923.13    879.6548    2990.406   0.5383301    4.207764    162.5043   
1476    698.2939   -46920.93    872.3676    2990.406   0.5548096    4.207764    162.5098   
1477    698.3439   -46919.47    867.5033    2990.406   0.5712891    4.207764    162.5153   
1478    698.3939   -46917.28    860.2162    2990.406   0.5822754    4.213257    162.5208   
1480    698.4439   -46915.82    855.3613    2990.406   0.5987549    4.213257    162.5262   
1481    698.4939   -46913.63    848.0649    2990.406   0.6097412    4.213257    162.5317   
1482    698.5189   -46912.89    845.6327    2990.406   0.6152344    4.213257    162.5317   
1483    698.5689   -46911.43    840.7777    2990.406   0.6262207     4.21875    162.5372   
1484    698.6189   -46909.24    833.4907    2990.406    0.637207     4.21875    162.5482   
1485    698.6689   -46907.78    828.6264    2990.406   0.6481934     4.21875    162.5537   
1486    698.7189   -46905.59    821.3394    2990.406   0.6591797    4.224243    162.5592   
1487    698.7689   -46904.13    816.4753    2990.406    0.670166    4.229736    162.5702   
1489    698.8189   -46901.94    809.1883    2990.406   0.6811523    4.229736    162.5757   
1490    698.8689   -46900.48     804.324    2990.406   0.6921387    4.235229    162.5812   
1491    698.8939   -46899.02    799.4692    2990.406   0.6976318    4.235229    162.5867   
1492    698.9439   -46897.56    794.6049    2990.406   0.7086182    4.240723    162.5977   
1493    698.9939   -46895.36    787.3084    2990.406   0.7196045    4.240723    162.6031   
1494    699.0439    -46893.9    782.4442    2990.406   0.7305908    4.246216    162.6086   
1495    699.0939   -46891.72    775.1573    2990.438   0.7415771    4.246216    162.6196   
1496    699.1439   -46890.26     770.293    2990.438   0.7525635    4.251709    162.6251   
1498    699.1939   -46888.07    763.0062    2990.438   0.7635498    4.251709    162.6306   
1499    699.2439   -46886.62    758.1421    2990.438   0.7745361    4.257202    162.6416   
1500    699.2689   -46885.89    755.7101    2990.438   0.7800293    4.257202    162.6416   
1501    699.3189    -46883.7    748.4231    2990.438   0.7910156    4.262695    162.6526   
1502    699.3689   -46882.25     743.559    2990.438   0.8074951    4.262695    162.6581   
1503    699.4189   -46880.06    736.2629    2990.438   0.8184814    4.268188    162.6636   
1504    699.4689   -46878.61    731.4081    2990.438   0.8239746    4.268188    162.6691   
1505    699.5189   -46876.42    724.1119    2990.438   0.8404541    4.268188    162.6746   
1507    699.5689   -46874.97    719.2479    2990.438   0.8459473    4.273682    162.6855   
1508    699.6189   -46872.79     711.961    2990.469   0.8624268    4.268188    162.6855   
1509    699.6439   -46872.06     709.529    2990.469   0.8679199    4.268188     162.691   
1510    699.6939   -46869.88     702.233    2990.469   0.8789062    4.268188    162.6965   
1511    699.7439   -46868.43    697.3783    2990.469   0.8843994    4.273682     162.702   
1512    699.7939   -46866.24    690.0821    2990.469   0.8953857    4.279175    162.7075   
1513    699.8439    -46864.8    685.2182    2990.469   0.9008789    4.279175     162.713   
1514    699.8939   -46862.61    677.9221      2990.5   0.9063721    4.284668     162.713   
1516    699.9439   -46861.16    673.0675      2990.5   0.9118652    4.290161    162.7185   
1517    699.9939   -46858.97    665.8084    2990.531   0.9173584    4.295654     162.724   
1518     700.019   -46858.25    663.3766    2990.531   0.9173584    4.301147     162.724   
1519    700.0689    -46856.8    658.5125    2990.531   0.9173584    4.301147    162.7295   
1520     700.119   -46854.62    651.2259    2990.562   0.9228516    4.306641    162.7295   
1521    700.1689   -46853.17     646.362    2990.562   0.9228516    4.312134     162.735   
1522    700.2189      -46851    639.0661    2990.562   0.9173584    4.312134     162.735   
1523    700.2689   -46849.55    634.2022    2990.562   0.9173584    4.317627    162.7405   
1525    700.3189   -46847.37    626.9062    2990.594   0.9173584     4.32312    162.7405   
1526    700.3689   -46845.92    622.0516    2990.594   0.9063721     4.32312    162.7405   
1527    700.3939   -46844.47    617.1877    2990.594   0.9063721     4.32312     162.746   
1528    700.4439   -46843.03    612.3239    2990.594   0.9063721     4.32312     162.746   
1529    700.4939   -46840.85    605.0279    2990.594   0.8953857     4.32312     162.746   
1530    700.5439    -46839.4     600.164    2990.625   0.8843994    4.328613     162.746   
1531    700.5939   -46837.23    592.8683    2990.625   0.8789062    4.328613     162.746   
1532    700.6439   -46835.78    588.0137    2990.625   0.8734131    4.328613    162.7515   
1534    700.6939   -46833.61     580.718    2990.656   0.8679199    4.328613    162.7515   
1535    700.7439   -46832.16    575.8541    2990.656   0.8624268    4.328613    162.7515   
1536    700.7689   -46831.44    573.4222    2990.656   0.8569336    4.328613    162.7515   
1537     700.819   -46829.27    566.1265    2990.656   0.8459473    4.328613    162.7515   
1538    700.8689   -46827.83    561.2628    2990.656   0.8404541    4.334106     162.757   
1539     701.919   -46825.66     553.967    2990.688   0.8294678    4.334106     162.757   
1540    700.9689   -46824.22    549.1032    2990.688   0.8184814    4.334106     162.757   
1541    701.0189   -46822.03    541.8257    2990.719   0.8074951    4.334106     162.757   
1543    701.0689   -46819.86    534.5299     2990.75   0.7965088    4.334106     162.757   
1544    701.1189   -46818.42    529.6662     2990.75   0.7855225      4.3396     162.757   
1545    701.1439    -46817.7    527.2344     2990.75   0.7800293      4.3396     162.757   
1546    701.1939   -46815.54    519.9388    2990.781    0.769043      4.3396     162.757   
1547    701.2439   -46814.09    515.0749    2990.781   0.7580566      4.3396     162.757   
1548     701.294   -46812.65    510.2112    2990.781   0.7470703      4.3396     162.757   
1549     701.344   -46810.48    502.9157    2990.781   0.7415771    4.345093    162.7625   
1550    701.3939   -46808.32    495.6201    2990.812   0.7305908    4.345093     162.757   
1552    701.4439   -46806.88    490.7564    2990.812   0.7250977    4.345093    162.7625   
1553    701.4939   -46805.44    485.8928    2990.812   0.7141113    4.345093    162.7625   
1554     701.519      -46804    481.0384    2990.844   0.7141113    4.350586    162.7625   
1555    701.5689   -46802.56    476.1747    2990.844    0.703125    4.350586    162.7625   
1556     701.619   -46800.39    468.8791    2990.844   0.6921387    4.356079    162.7625   
1557     701.669   -46798.95    464.0154    2990.875   0.6866455    4.356079    162.7625   
1558     701.719   -46796.79    456.7199    2990.875   0.6811523    4.361572    162.7625   
1559    701.7689   -46795.35    451.8564    2990.875    0.670166    4.361572    162.7625   
1561     701.819   -46793.19    444.5608    2990.906   0.6646729    4.367065    162.7679   
1562     701.869   -46791.75    439.6971    2990.906   0.6591797    4.367065    162.7679   
1563    701.8939   -46790.32    434.8336    2990.906   0.6591797    4.367065    162.7679   
1564    701.9439   -46788.87    429.9699    2990.938   0.6481934    4.372559    162.7679   
1565     701.994   -46786.68    422.7109        2991   0.6481934    4.372559    162.7679   
1566     702.044   -46785.24    417.8472        2991   0.6427002    4.372559    162.7679   
1567    702.0939   -46783.09    410.5519    2991.031    0.637207    4.372559    162.7679   
1568     702.144   -46781.65    405.6884    2991.031    0.637207    4.372559    162.7679   
1570    702.1939   -46779.49    398.3928    2991.062    0.637207    4.372559    162.7679   
1571     702.244   -46778.05    393.5293    2991.062   0.6317139    4.372559    162.7679   
1572    702.2689   -46777.33    391.0975    2991.062   0.6317139    4.372559    162.7679   
1573     702.319   -46775.18    383.8021    2991.062   0.6317139    4.372559    162.7679   
1574     702.369   -46773.02    376.5068    2991.094   0.6317139    4.372559    162.7679   
1575     702.419   -46771.59    371.6433    2991.094   0.6262207    4.372559    162.7679   
1576     702.469   -46770.15    366.7798    2991.125   0.6317139    4.372559    162.7679   
1577     702.519      -46768    359.4844    2991.125   0.6262207    4.372559    162.7679   
1579     702.569   -46766.56    354.6209    2991.125   0.6262207    4.378052    162.7679   
1580     702.619   -46764.41    347.3256    2991.156   0.6317139    4.372559    162.7679   
1581    702.6439   -46763.69    344.8939    2991.156   0.6317139    4.378052    162.7679   
1582     702.694   -46761.54    337.5986    2991.156   0.6262207    4.378052    162.7679   
1583     702.744    -46760.1    332.7351    2991.188   0.6317139    4.378052    162.7679   
1584     702.794   -46757.95    325.4399    2991.188   0.6317139    4.378052    162.7679   
1585     702.844   -46756.52    320.5764    2991.219   0.6207275    4.378052    162.7734   
1586     702.894   -46754.37    313.2813    2991.219   0.6262207    4.383545    162.7734   
1588     702.944   -46752.93    308.4178    2991.219   0.6207275    4.383545    162.7734   
1589     702.994   -46750.76    301.1498     2991.25   0.6152344    4.383545    162.7734   
1590     703.019   -46750.04    298.7182     2991.25   0.6152344    4.383545    162.7734   
1591     703.069   -46747.89     291.423     2991.25   0.6152344    4.389038    162.7734   
1592     703.119   -46746.46    286.5502    2991.281   0.6152344    4.389038    162.7734   
1593     703.169   -46745.02    281.6867    2991.281   0.6152344    4.394531    162.7734   
1594     703.219   -46742.88    274.3916    2991.312   0.6152344    4.394531    162.7734   
1595     703.269   -46741.45    269.5283    2991.312   0.6152344    4.394531    162.7789   
1597     703.319    -46739.3    262.2331    2991.312   0.6152344    4.400024    162.7789   
1598     703.369   -46737.86    257.3696    2991.344   0.6152344    4.400024    162.7789   
1599     703.394   -46736.44    252.5063    2991.344   0.6097412    4.400024    162.7789   
1600     703.444      -46735    247.6428    2991.344   0.6097412    4.400024    162.7844   
1601     703.494   -46732.86    240.3479    2991.375   0.6097412    4.400024    162.7844   
1602     703.544   -46731.42    235.4844    2991.375    0.604248    4.400024    162.7844   
1603     703.594   -46729.28    228.1894    2991.375   0.5987549    4.405518    162.7899   
1604     703.644   -46727.85    223.3259    2991.406    0.604248    4.400024    162.7899   
1606     703.694   -46725.71     216.031    2991.406   0.5932617    4.405518    162.7899   
1607     703.744   -46724.28    211.1677    2991.438   0.5877686    4.405518    162.7954   
1608     703.769   -46723.56     208.736    2991.438   0.5932617    4.405518    162.7954   
1609     703.819   -46721.41    201.4409    2991.438   0.5877686    4.405518    162.8009   
1610     703.869   -46719.99    196.5776    2991.438   0.5767822    4.411011    162.8009   
1611     704.919   -46717.84    189.2826    2991.469   0.5712891    4.411011    162.8064   
1612     703.969   -46716.42    184.4193    2991.469   0.5712891    4.411011    162.8064   
1613     704.019   -46714.25    177.1238    2991.469   0.5548096    4.416504    162.8119   
1615     704.069   -46712.83    172.2605      2991.5   0.5548096    4.421997    162.8174   
1616     704.119   -46710.68    164.9655      2991.5   0.5493164    4.421997    162.8174   
1617     704.144   -46709.97    162.5339      2991.5   0.5438232    4.421997    162.8229   
1618     704.194   -46707.83     155.239    2991.531   0.5383301     4.42749    162.8229   
1619     704.244    -46706.4    150.3757    2991.531   0.5383301     4.42749    162.8284   
1620     704.294   -46704.26    143.0807    2991.562   0.5328369    4.432983    162.8339   
1621     704.344   -46702.83    138.2174    2991.562   0.5328369    4.438477    162.8339   
1622     704.394   -46700.69    130.9226    2991.562   0.5328369    4.438477    162.8394   
1624     704.444   -46699.27    126.0593    2991.594   0.5328369     4.44397    162.8448   
1625     704.494   -46697.12    118.7644    2991.594   0.5328369     4.44397    162.8503   
1626     704.519   -46696.42    116.3329    2991.594   0.5328369     4.44397    162.8503   
1627     704.569   -46694.99    111.4696    2991.625   0.5328369    4.449463    162.8558   
1628     704.619   -46692.85    104.1747    2991.625   0.5273438    4.449463    162.8558   
1629    704.6689   -46691.43     99.3116    2991.625   0.5273438    4.454956    162.8613   
1630     704.719   -46689.29    92.01684    2991.656   0.5328369    4.454956    162.8668   
1631    704.7689   -46687.86    87.15355    2991.656   0.5273438    4.454956    162.8668   
1633     704.819   -46685.73    79.85879    2991.688   0.5328369    4.460449    162.8723   
1634     704.869    -46684.3     74.9955    2991.688   0.5328369    4.460449    162.8778   
1635     704.894   -46682.88    70.13239    2991.688   0.5328369    4.460449    162.8833   
1638     705.094   -46675.78    45.81705     2991.75   0.5383301    4.471436    162.8998   
1639     705.094   -46675.78    45.81705     2991.75   0.5383301    4.471436    162.8998   
1640     705.144   -46674.35    40.95376    2991.781   0.5328369    4.471436    162.8998   
1642     705.194   -46672.22    33.65919    2991.781   0.5383301    4.471436    162.9053   
1643    705.2439    -46670.8    28.79591    2991.812   0.5328369    4.476929    162.9108   
1644     705.269   -46670.09    26.36445    2991.812   0.5328369    4.476929    162.9108   
1645     705.319   -46667.95     19.0697    2991.812   0.5328369    4.476929    162.9163   
1646     705.369   -46666.53     14.2066    2991.812   0.5383301    4.476929    162.9163   
1647     705.419    -46664.4    6.912036    2991.844   0.5328369    4.476929    162.9218   
1648     705.469   -46662.98    2.048935    2991.844   0.5328369    4.482422    162.9272   
1649     705.519   -46660.85   -5.245809    2991.875   0.5328369    4.482422    162.9272   
1651    1303.977   -46546.68   -392.0604    2988.625    1.038208    3.944092   -20.36865   
1652    1304.002   -46547.19   -390.3142    2988.656    1.043701    3.944092   -20.36316   
1653    1304.052    -46548.2   -386.8779    2988.656    1.049194    3.944092   -20.35767   
1654    1304.102   -46549.71   -381.7237    2988.656    1.054688    3.944092   -20.34668   
1655    1304.152   -46550.72   -378.2874    2988.656    1.060181    3.949585   -20.34119   
1656    1304.202   -46552.23   -373.1332    2988.656    1.065674    3.949585   -20.33569   
1657    1304.252   -46553.24   -369.6972    2988.656    1.071167    3.949585   -20.32471   
1659    1304.302   -46554.75    -364.543    2988.688    1.071167    3.955078   -20.31921   
1660    1304.352   -46555.75   -361.1069    2988.688    1.082153    3.955078   -20.31372   
1661    1304.377   -46556.26   -359.3888    2988.688    1.082153    3.955078   -20.30823   
1662    1304.427   -46557.77   -354.2252    2988.688    1.087646    3.960571   -20.29724   
1663    1304.477   -46558.77   -350.7892    2988.688    1.098633    3.960571   -20.29175   
1664    1304.527   -46560.28    -345.635    2988.688    1.104126    3.960571   -20.28076   
1665    1304.577   -46561.29   -342.1989    2988.688    1.115112    3.960571   -20.26978   
1666    1304.627   -46562.79   -337.0449    2988.688    1.126099    3.966064   -20.26428   
1668    1304.677    -46564.3   -331.8813    2988.688    1.137085    3.966064    -20.2533   
1669    1304.727    -46565.3   -328.4453    2988.719    1.142578    3.966064   -20.24231   
1670    1304.752    -46565.8   -326.7273    2988.719    1.153564    3.966064   -20.24231   
1671    1304.802    -46567.3    -321.564    2988.719    1.159058    3.971558   -20.23132   
1672    1304.852   -46568.31   -318.1279    2988.719    1.170044    3.966064   -20.22034   
1673    1304.902   -46569.81   -312.9739    2988.719    1.175537    3.971558   -20.20935   
1674    1304.952   -46570.81   -309.5287    2988.719     1.18103    3.966064   -20.20386   
1675    1305.002   -46572.33   -304.3836    2988.719    1.192017    3.971558   -20.19287   
1677    1305.052   -46573.33   -300.9475    2988.719     1.19751    3.971558   -20.18738   
1678    1305.102   -46574.83   -295.7844    2988.719    1.203003    3.966064   -20.17639   
1679    1305.127   -46575.33   -294.0664    2988.719    1.208496    3.966064    -20.1709   
1680    1305.177   -46576.33   -290.6304    2988.719    1.213989    3.966064   -20.16541   
1681    1305.227   -46577.83   -285.4672    2988.719    1.219482    3.966064   -20.15442   
1682    1305.277   -46579.32   -280.3041     2988.75    1.224976    3.966064   -20.14893   
1683    1305.327   -46580.32   -276.8682     2988.75    1.230469    3.966064   -20.14343   
1684    1305.377   -46581.82    -271.705     2988.75    1.235962    3.971558   -20.13245   
1686    1305.427   -46582.81   -268.2691     2988.75    1.241455    3.971558   -20.12695   
